source,page,text
c2_probabilistic_models.pdf,52,"Example
●
The area covered by each of these ranges is exactly
the assigned probabilities (0.2, 0.5, 0.3)
●
Notice: we must calculate the cumulative sum
0 + 0.2: first boundary
0.2 + 0.5 = 0.7: second boundary
0.7 + 0.3 = 1: third boundary
Start by drawing a 
number x ~ U(0, 1)
If 0 < x < 0.2, then “a” 
If 0.2 < x < 0.7, then “b” 
If 0.7 < x < 1, then “c”"
c2_probabilistic_models.pdf,53,"Pros & Cons of Markov Models
✅ Advantages:
●
Simple & Efficient → Easy to implement and compute.
●
Interpretable → Probabilities are clear and easy to analyze.
●
Good for structured sequences → POS tagging, DNA sequence analysis.
❌ Limitations:
●
Lacks long-term memory → Only considers the current state.
●
Fails with ambiguous words → Struggles when context matters.
●
Neural models (like Transformers) perform better → Capture long-range 
dependencies."
c3_article_spinner_and_cipher_decryption.pdf,1,"Article Spinner and Cipher 
Decryption"
c3_article_spinner_and_cipher_decryption.pdf,2,"What is Article Spinning
●
Definition: The process of rewriting articles to make them appear unique to 
search engines.
●
Purpose: Helps website owners by reducing content creation efforts, saving 
time and costs, and boosting SEO through link-building.
●
Objective of this topic: Not to create an article spinning tool, but to explore 
probabilistic models (QQ).
人工智慧（AI）正在迅速改變我們的生活方式。從語音助手到
自動駕駛技術，AI 已經滲透到我們日常生活的各個領域。許多
企業利用 AI 來提高效率，改善客戶體驗，甚至進行預測分析。
隨著技術的不斷發展，AI 的應用範圍將會越來越廣泛。
人工智慧（AI）正以驚人的速度改變著現代社會。從智慧語音
助手到自駕技術，AI 的影響無處不在。企業紛紛採用 AI 來增
強作業效率，改善使用者體驗，並預測市場趨勢。隨著技術的
飛速發展，AI 的應用將變得更加普遍。"
c3_article_spinner_and_cipher_decryption.pdf,3,"Example
假設你經營一個有關健身的網站，你希望這個網站在 Google 上的排名更高。你可以
：
1.
撰寫一篇文章，例如「10 個提升肌肉增長的秘訣」。
2.
使用 Article Spinning 來創造多個不同版本的這篇文章，內容大致相同但用詞不
同。
3.
發佈這些文章到不同的部落格或論壇，並在裡面加上回到你網站的連結。
4.
搜尋引擎會看到你的網站被很多不同的網站連結，認為你的內容有價值，於是提
升排名。"
c3_article_spinner_and_cipher_decryption.pdf,4,"N-Gram Markov Models
●
First-order Markov model
●
Secod-order Markov model"
c3_article_spinner_and_cipher_decryption.pdf,5,"Predicting the Middle Word
●
For generating poetry, we take the two previous words and use them to 
generate the next word
●
For article spinning, we don’t want to generate text from start to end
●
We want to replace text, such that it makes sense in the context of what came 
before and what comes after
●
Idea: use a trigram to predict the middle word from surrounding words"
c3_article_spinner_and_cipher_decryption.pdf,6,"Estimating the Middle Word Distribution
●
Maximum likelyhood estimation as usual"
c3_article_spinner_and_cipher_decryption.pdf,7,"Does it Work?
Potential problem:
not all middle words have the 
same part-of-speech, which 
may cause grammatical issue"
c3_article_spinner_and_cipher_decryption.pdf,8,"Exercise Prompt
●
Dataset: BBC News Data
●
We’ll use business articles only
●
Feel free to use all articles, or even a different dataset (e.g. wikipedia)
●
Build the model (VxVxV matrix or Python dictionary)"
c3_article_spinner_and_cipher_decryption.pdf,9,"Cipher Decryption
●
Decrypt an encoded message
●
Applies multiple important topics:
○
Probabilistic language modeling
○
Genetic algorithms
●
Applications: warfare, espionage"
c3_article_spinner_and_cipher_decryption.pdf,10,"Section Outline
●
What is a cipher?
○
Encode and decode a message
●
Language modeling
○
What is the probability of a sentence?
●
Genetic algorithm / evolutionary algorithm
○
Optimization based on biological evolution
●
Our decoded message should have the highest likelihood if the model is 
trained on the English language
●
A message not in English should have a smaller likelihood"
c3_article_spinner_and_cipher_decryption.pdf,11,"Substitution Cipher
●
We encode the message by substituting each letter with a different letter"
c3_article_spinner_and_cipher_decryption.pdf,12,"High-Level Picture
●
Sender sends a message to the receiver
●
A spy / intruder has intercepted the message, but it is encrypted 
●
The receiver decrypts the message
●
Both sender/receiver can encrypt/decrypt using a key (dictionary that maps 
plaintext to ciphertext)"
c3_article_spinner_and_cipher_decryption.pdf,13,"Example (Sender)
●
Plaintext message: “I LIKE CATS”
●
Substitution: 
○
I→Y, L→W, I→Y, K→R, E→N, C→J, A→L, T→O, S→B
●
Ciphertext message: “Y WYRN JLOB”"
c3_article_spinner_and_cipher_decryption.pdf,14,"Example (Receiver)
●
Ciphertext message: “Y WYRN JLOB”
●
Substitution: 
○
Y→I, W→L, Y→I, R→K, N→E, J→C, L→A, O→T, B→S
●
Plaintext message: “I LIKE CATS”"
c3_article_spinner_and_cipher_decryption.pdf,15,"Language Modeling
●
Intuition: build a model that assigns high probability to real words / sentences, 
and low probability to unreal words / sentences
●
MyModel(“I LIKE CATS”) → big number
●
MyModel(“Y WYRN JLOB”) → small number
●
So, if we decrypt the message correctly, our model should return a high 
probability (and a low probability if decrypt incorrectly)"
c3_article_spinner_and_cipher_decryption.pdf,16,"N-Gram Models in Cipher Decryption
●
N-gram: A sequence of N tokens (letters in this 
case)
●
Tokens usually refer to words, but here we use 
individual letters
●
Why use N-grams for cipher decryption?
○
Unigrams (1-gram): Helps identify likely letter frequencies 
(e.g., ""E"" is most common in English)
○
Bigrams (2-gram): Captures common letter sequences to 
improve accuracy
■
✅ Common bigrams: TH, HE, ER, IN, AN
■
❌ Rare bigrams: ZX, QP, JK, XZ, VQ
●
We use unigram & bigram models to evaluate 
decryption quality"
c3_article_spinner_and_cipher_decryption.pdf,17,"How to Use the Model
●
First, we find the individual bigram / unigram probabilities using a large text 
corpus (e.g. Moby Dick, wikipedia)
●
Then, we can calculate the probability of any sentence of word
●
Suppose I translate the message incorrectly: “G BGWQ LRPM”
○
Model should return low probability
●
If I translate the message correctly: “I LIKE CATS”
○
Model should return high probability
●
I want to find the translation / decryption that yields the maximum likelihood"
c3_article_spinner_and_cipher_decryption.pdf,18,"How to Use the Model
●
First, consider a naive approach"
c3_article_spinner_and_cipher_decryption.pdf,19,"How to Use the Model
●
First, consider a naive approach
Problem! How do we find all 
feasible decryption maps?"
c3_article_spinner_and_cipher_decryption.pdf,20,"Infeasible!
●
We have 26 possible letters
●
Number of probabilities = 26 x 25 x 24 x … x 2 x 1 = 26! ≅ 4x1026
●
Even if each possibility takes only 1 nanosecond to check, you still have to 
wait 12.7 billion years"
c3_article_spinner_and_cipher_decryption.pdf,21,"Genetic Algorithms
●
An optimization approach, similar to gradient descent in ML
●
Parent passes on DNA to children (offspring)
●
E.g. if you have black hair, your children will have black hair
●
Child may not be an exact copy of the parent"
c3_article_spinner_and_cipher_decryption.pdf,22,"Genetic Algorithms
●
The offspring takes DNA only from the parent, therefore, is a copy
●
Mistakes can happen
●
DNA is a string (like in computer programming)
●
But instead of 26 letters (A-Z) we only have 4: A, T, C, G"
c3_article_spinner_and_cipher_decryption.pdf,23,"Types of Mistakes (Mutation)
(1)
Substitution
(2)
Insertion
(3)
Deletion"
c3_article_spinner_and_cipher_decryption.pdf,24,"Genetic Algorithms
●
Overtime, DNA mutations build up - those with the highest “fitness” will 
persevere
●
Mutations can be good or bad
●
Bad mutations = genetic diseases
●
Objectively, “unfit” genes will not propagate as well to next generation
●
“Fit” genes procreate more, “unfit” gene less, until we end with the “most fit” 
genes"
c3_article_spinner_and_cipher_decryption.pdf,25,"Numerical Optimization
●
Think of it as a numerical optimization (maximization, maxf(x))
●
Fitness is a function (f) of DNA
●
At each generation, we create multiple offspring, and check their fitness, and 
keep only the most fit"
c3_article_spinner_and_cipher_decryption.pdf,26,"Numerical Optimization
●
Optimization is a common task in ML
●
Why not use gradient descent?
●
Gradient = derivative of f(x)
●
Objective = log-likelihood
●
Parameters = map from coded letter to
plaintext letter
●
It’s not differentiable!"
c3_article_spinner_and_cipher_decryption.pdf,27,"Back to Genetic Algorithms
●
How do we represent our model parameters as a “DNA string”?
●
Unlike DNA, it’s not just ATCG
●
Our model is just a mapping / dictionary
●
The inputs (keys) are the alphabet in alphabetical order
●
We only need to care about the values (i.e. a string like: LXJSN…)
●
Contraints: every letter must appear once, no repetition"
c3_article_spinner_and_cipher_decryption.pdf,28,"Genetic Algorithms
●
What is our function “f”?
●
Input should be a DNA string (representing the values of map)
●
Output should be a fitness value (log-likelihood)"
c3_article_spinner_and_cipher_decryption.pdf,29,"Convert DNA String to Map
●
Given a DNA string, write a function that returns the corresponding dictionary 
mapping
●
E.g. 
Input = “LXJSN…”
Output = {“A”: “L”, “B”: “X”, “C”: “J”, “D”: “S”, “E”: “N”, …}"
c3_article_spinner_and_cipher_decryption.pdf,30,"How to Mutate a DNA String?
●
So far: 
○
We understand how to represent DNA in code
○
We understand how genetic algorithm works (at a high-level)
●
Before pseudocode, we first have to understand what it means to mutate our 
DNA
●
In biology, ATCGs can be mutated by insertion, deletion, substitution
●
Our “DNA” is the 26 letters of the alphabet
○
Insertion / deletion: no longer 26 letters → not allowed
○
Substitution: letters won’t be unique → not allowed"
c3_article_spinner_and_cipher_decryption.pdf,31,"Mutation
●
In order to meet the constraints of our DNA, we can use swapping
●
Mutation rate should be small, so each child will only swap 1 pair of letters 
(i.e. switch 2 letters)
●
Total number of letters is still 26
●
Letters are still unique and each letter appears just once"
